ISIN_First2,Unnamed: 1,Unnamed: 2,ISIN,NAME,x1999,x2000,x2001,x2002,x2003,x2004,x2005,x2006,x2007,x2008,x2009,x2010,x2011,x2012,x2013,x2014,x2015,x2016,x2017,x2018,x2019,x2020,x2021,x2022
FR,FRANCE ,EUR,FR0000125007,SAINT GOBAIN,,,,48.47,48.16,49.57,52.76,51.2,62.11,70.92,62.35,65.76,70.15,68.04,73.87,82.7,85.11,82.22,80.53,81.62,84.36,81.06,87.39,
FR,FRANCE ,EUR,FR0000125338,CAPGEMINI,,,,37.03,31.51,43.66,38.41,51.95,64.61,63.71,61.33,64.65,54.78,58.17,45.57,54.2,52.75,57.14,58.08,63.5,70.03,65.86,68.2,64.4
FR,FRANCE ,EUR,FR0000125486,VINCI,,,,42.39,35.5,43.5,68.52,62.54,67.1,57.48,69.84,74.91,71.39,64.81,65.52,68.59,67.2,82.75,82.31,82.37,80.03,82.02,82.31,83.52
FR,FRANCE ,EUR,FR0000125585,CASINO GUICHARD-P,,,,,,,57.3,36.95,51.73,57.66,66.43,66.33,60.13,63.84,62.53,72.79,68.03,70.8,79.6,82.67,76.06,74.64,75.53,72.29
FR,FRANCE ,EUR,FR0000127771,VIVENDI,,,,50.97,43.23,43.2,45.05,55.4,67.17,72.27,83.01,87.84,83.76,84.17,83.8,80.87,82.05,85.89,84.95,82.55,83.76,84.97,83.32,84.73
FR,FRANCE ,EUR,FR0000130213,LAGARDERE GROUPE,,,,,,20.77,24.84,44.19,61.7,54.79,61.03,58.09,68.53,77.84,70.2,67.97,66.54,67.31,66.66,81.44,78.14,75.9,72.93,68.37
FR,FRANCE ,EUR,FR0000130403,CHRISTIAN DIOR,,,,,,25.06,24.55,24.27,35.51,45.47,49.97,48.14,57.02,51.85,57.94,57.68,51.56,58.22,59.84,71.19,70.45,59.97,69.16,71.08
FR,FRANCE ,EUR,FR0000130452,EIFFAGE,,,,,,30.11,19.4,27.14,51.29,62.42,52.66,69.04,60.8,65.9,66.12,65.55,70.56,74.23,75.96,82.44,79.48,86.22,85.69,81.73
FR,FRANCE ,EUR,FR0000130577,PUBLICIS GROUPE,,,,35.71,43.63,57.28,47.19,37.83,42.63,41.24,64.2,69.81,62.07,57.55,61.9,68.61,79.9,82.68,82.14,85.33,82.68,84.34,83.72,81.39
FR,FRANCE ,EUR,FR0000130809,SOCIETE GENERALE,,,,52.12,44.41,41.68,66.45,72.12,76.87,77.66,84.87,84.43,84.5,84.28,85.09,84.01,85.09,88.5,87.79,88.26,86.95,86.26,83.0,82.95
FR,FRANCE ,EUR,FR0000131104,BNP PARIBAS,,,,37.67,45.92,43.08,60.31,72.93,69.45,67.38,69.18,74.04,73.5,82.17,82.32,80.36,91.22,91.46,95.74,94.65,95.2,95.01,94.69,
FR,FRANCE ,EUR,FR0000131757,ERAMET,,,,,,,,,31.86,42.78,36.45,51.95,52.8,54.8,59.56,53.87,68.2,58.97,56.17,76.93,74.79,74.28,79.25,78.49
FR,FRANCE ,EUR,FR0000131906,RENAULT,,,,47.98,34.29,50.73,70.5,76.04,80.54,78.21,71.76,74.31,81.53,75.74,73.78,77.76,85.32,84.38,84.67,82.6,82.69,81.59,87.09,88.47
FR,FRANCE ,EUR,FR0000133308,ORANGE,,,,39.3,57.86,78.86,83.17,80.98,74.89,71.36,75.4,71.06,82.54,78.26,79.0,68.46,66.53,63.5,70.74,74.3,77.65,78.36,75.65,77.2
FR,FRANCE ,EUR,FR0010040865,GECINA,,,,37.43,41.19,39.96,46.35,50.37,49.85,52.72,63.1,72.51,76.96,78.64,79.96,82.82,86.55,85.69,77.89,86.67,85.74,86.48,85.33,87.23
FR,FRANCE ,EUR,FR0010220475,ALSTOM,,,,40.99,41.51,37.69,61.64,60.29,60.09,77.01,77.04,78.82,78.86,82.21,87.14,83.02,86.16,86.11,84.61,89.56,86.58,87.32,87.32,89.74
FR,FRANCE ,EUR,FR0010221234,EUTELSAT COMMUNICATIONS,,,,,,,,,19.37,21.97,15.7,24.85,23.74,36.52,40.51,48.74,50.1,57.05,54.12,54.1,66.27,68.21,64.19,66.13
FR,FRANCE ,EUR,FR0010242511,EDF DEAD - DELIST.08/06/23,,,,,,,77.68,80.13,66.31,52.37,61.62,67.44,66.95,70.57,68.51,64.5,60.26,70.51,71.85,74.49,69.74,75.15,,
FR,FRANCE ,EUR,FR0010307819,LEGRAND,,,,,,,,20.5,43.01,52.2,45.5,54.0,50.98,65.13,68.44,72.18,77.88,87.26,89.0,89.31,87.68,88.74,86.79,86.25
FR,FRANCE ,EUR,FR0010313833,ARKEMA,,,,,,,,,24.36,30.1,30.57,31.82,29.51,48.74,53.35,57.75,74.81,69.85,78.92,80.98,78.97,80.05,78.59,81.66
FR,FRANCE ,EUR,FR0010340141,ADP,,,,,,23.83,46.57,47.71,50.59,49.68,52.35,54.0,64.74,61.75,68.83,66.11,72.14,71.98,66.93,75.56,71.07,70.57,66.48,65.8
FR,FRANCE ,EUR,FR0010411983,SCOR SE,,,,29.18,46.62,49.16,35.02,30.33,28.35,38.48,49.43,46.06,56.78,52.33,52.16,55.11,58.2,61.42,69.06,70.21,74.64,70.15,66.27,61.04
FR,FRANCE ,EUR,FR0010533075,GETLINK,,,,,,,,,37.18,48.95,42.8,52.53,52.98,62.92,68.68,75.04,77.17,75.76,75.44,79.5,80.55,83.5,84.37,85.68
FR,FRANCE ,EUR,FR0013280286,BIOMERIEUX,,,,,,,,,28.29,30.14,44.58,44.95,51.43,43.99,47.78,44.88,50.68,52.29,54.35,64.1,71.21,70.26,66.97,69.65
FR,FRANCE ,EUR,FR0013326246,UNIBAIL RODAMCO WE STAPLED UNITS,,,,,,,31.4,24.46,73.65,84.19,84.56,86.02,92.91,91.15,91.61,90.48,89.05,84.85,89.64,88.54,90.78,88.39,89.62,89.78
FR,FRANCE ,EUR,FR0013505062,VANTIVA,,,,58.37,50.71,46.48,45.27,50.39,68.7,65.57,82.74,74.61,77.85,68.51,62.37,68.23,67.28,71.9,67.52,66.91,69.69,77.19,86.2,84.77
FR,FRANCE ,EUR,FR0013506730,VALLOUREC,,,,,,28.67,26.31,25.39,50.01,55.74,51.65,67.63,67.12,77.79,74.69,71.81,75.04,69.21,78.94,79.93,79.78,84.79,82.05,76.5
FR,FRANCE ,EUR,FR00140006O9,SOLOCAL GROUP,,,,,,,33.36,23.34,27.12,35.57,31.93,28.84,35.6,31.74,34.76,28.17,34.25,43.73,43.68,47.77,53.17,48.9,47.74,62.57
FR,FRANCE ,EUR,FR0014003TT8,DASSAULT SYSTEMES,,,,34.49,31.68,45.31,43.09,45.14,65.54,53.08,56.31,44.4,52.76,51.5,47.64,50.27,54.49,56.78,58.47,56.58,57.7,63.52,65.87,66.62
FR,FRANCE ,EUR,FR001400AJ45,MICHELIN,,,,35.22,44.92,54.28,25.47,32.32,70.32,59.12,62.7,66.86,64.27,64.61,66.56,75.52,75.39,80.4,81.84,80.9,84.33,85.07,86.09,85.88
GB,UNITED KINGDOM ,EUR,GB0000163088,SPEEDY HIRE,,,,,,34.5,34.67,26.18,17.36,26.14,36.71,60.13,52.83,71.75,74.63,62.44,43.99,37.28,55.06,59.04,55.61,60.69,62.62,59.78
GB,UNITED KINGDOM ,EUR,GB0000456144,ANTOFAGASTA,,,,,,26.67,22.52,23.33,39.18,57.31,60.39,62.07,50.51,50.33,59.98,58.15,72.2,62.02,60.7,67.72,72.81,73.12,75.9,77.65
GB,UNITED KINGDOM ,EUR,GB0000536739,ASHTEAD GROUP,,,,,,15.02,16.24,23.46,15.08,18.38,25.07,25.7,25.93,26.85,29.41,30.8,41.09,38.71,29.93,31.57,44.68,43.89,45.96,48.4
GB,UNITED KINGDOM ,EUR,GB0000811801,BARRATT DEVELOPMENTS,,,,20.11,14.28,29.03,33.39,21.95,41.52,47.45,50.79,45.47,47.27,41.53,40.23,51.46,50.03,55.52,60.89,62.39,64.46,66.43,79.45,76.29
GB,UNITED KINGDOM ,EUR,GB0000904986,BELLWAY,,,,25.88,27.73,24.78,43.79,29.87,30.37,28.71,25.72,24.94,26.41,39.2,45.46,46.22,46.63,48.6,51.1,53.43,53.98,57.1,59.71,55.27
GB,UNITED KINGDOM ,EUR,GB0000961622,BALFOUR BEATTY,,,,49.25,43.33,40.55,57.24,60.86,68.47,70.4,73.78,67.99,76.68,73.11,69.87,55.62,64.83,71.27,69.28,73.75,73.63,76.45,73.15,77.1
GB,UNITED KINGDOM ,EUR,GB0001367019,BRITISH LAND,,,,48.37,47.1,46.31,38.31,54.63,48.2,52.23,53.34,49.35,53.19,48.72,48.63,50.95,64.56,77.81,73.32,66.72,67.87,73.47,76.43,66.55
GB,UNITED KINGDOM ,EUR,GB0001638955,WETHERSPOON (JD),,,,,,32.97,24.32,21.91,45.55,33.93,33.64,40.16,42.6,41.57,39.85,39.98,43.92,49.56,47.93,49.93,52.62,51.98,63.13,56.63
GB,UNITED KINGDOM ,EUR,GB0001859296,VISTRY GROUP,,,,20.69,47.35,62.72,46.78,25.84,51.09,57.76,51.91,38.99,41.75,47.85,42.98,51.0,50.68,53.84,53.86,57.62,53.64,58.2,58.81,
GB,UNITED KINGDOM ,EUR,GB0002148343,RATHBONES GROUP,,,,,,21.64,21.69,36.57,40.76,46.55,42.74,43.18,50.08,47.88,47.12,57.15,64.08,66.46,67.78,66.47,72.83,73.5,72.03,67.22
GB,UNITED KINGDOM ,EUR,GB0002374006,DIAGEO,,,,,,,74.9,79.43,79.28,81.36,87.33,90.3,82.17,85.16,84.25,84.53,83.81,79.21,84.95,91.82,88.99,88.91,83.88,75.73
GB,UNITED KINGDOM ,EUR,GB0002634946,BAE SYSTEMS,,,,52.05,52.05,49.41,33.23,29.56,48.19,54.97,50.94,48.01,65.4,58.48,59.96,52.57,66.45,60.38,70.02,70.06,75.63,72.19,69.17,68.8
GB,UNITED KINGDOM ,EUR,GB0002652740,DERWENT LONDON,,,,,,27.15,43.95,31.74,44.27,58.25,63.86,61.36,57.83,61.1,60.09,47.24,59.4,59.05,56.47,55.26,59.34,60.88,59.82,61.53
GB,UNITED KINGDOM ,EUR,GB0002869419,BIG YELLOW GROUP,,,,,,18.78,13.74,20.3,45.18,55.5,72.07,59.34,64.45,69.48,73.12,71.02,71.5,77.48,76.43,78.98,78.75,76.29,85.85,83.94
GB,UNITED KINGDOM ,EUR,GB0002875804,BRITISH AMERICAN TOBACCO,,,,60.68,64.73,81.32,78.3,78.21,80.71,85.9,81.78,85.99,85.22,78.8,74.09,81.39,83.76,83.04,81.54,88.99,90.55,92.59,93.86,85.12
GB,UNITED KINGDOM ,EUR,GB0003096442,RS GROUP,,,,,,,26.5,24.98,27.64,31.86,46.08,34.79,38.37,42.41,55.24,48.7,56.21,55.94,58.14,59.64,60.34,64.96,68.9,70.45
GB,UNITED KINGDOM ,EUR,GB0003308607,SPECTRIS,,,,,,23.27,25.87,37.34,41.84,37.67,35.88,50.04,52.2,62.17,62.83,74.24,74.19,75.25,74.3,68.52,70.04,72.59,65.43,70.21
GB,UNITED KINGDOM ,EUR,GB0003452173,FIRST GROUP,,,,,,,49.56,43.53,75.48,73.39,75.41,66.63,69.05,63.75,63.56,56.6,56.56,55.68,55.03,63.48,65.52,69.59,62.9,59.95
GB,UNITED KINGDOM ,EUR,GB0003753778,GO-AHEAD GROUP DEAD - DELIST.11/10/22,,,,,,29.56,16.9,20.52,42.92,28.77,29.41,51.81,44.76,43.43,45.78,50.08,51.26,56.96,60.16,58.11,55.86,,,
GB,UNITED KINGDOM ,EUR,GB0004052071,HALMA,,,,,,11.82,12.11,16.53,38.86,30.82,33.09,34.62,31.44,53.49,49.94,44.91,46.29,57.92,50.96,53.37,56.05,61.15,60.14,61.2
GB,UNITED KINGDOM ,EUR,GB0004082847,STANDARD CHARTERED,,,,,,45.98,56.97,54.21,62.32,59.41,62.13,73.41,80.73,79.44,80.4,73.64,79.99,72.78,85.28,86.18,86.09,88.44,87.58,87.43
GB,UNITED KINGDOM ,EUR,GB0004161021,HAYS,,,,,,,33.17,23.74,37.94,44.54,44.93,46.8,43.11,45.73,45.17,47.11,51.47,46.23,49.23,49.21,52.67,48.3,51.1,50.05
GB,UNITED KINGDOM ,EUR,GB0004170089,HEADLAM GROUP,,,,,,18.3,21.81,20.56,20.19,13.07,12.44,15.63,10.59,15.54,13.65,17.51,23.42,19.54,27.83,31.57,42.67,40.58,35.01,37.22
GB,UNITED KINGDOM ,EUR,GB0004478896,HUNTING,,,,,,29.19,25.42,24.09,11.19,11.7,17.39,22.05,32.11,32.38,22.83,28.16,37.29,32.08,44.76,47.4,54.59,45.43,50.66,
GB,UNITED KINGDOM ,EUR,GB0004544929,IMPERIAL BRANDS,,,,,,,65.09,72.92,68.36,72.02,74.65,82.57,83.65,83.29,86.95,84.07,80.18,76.54,73.79,72.23,74.72,73.26,72.1,81.07
GB,UNITED KINGDOM ,EUR,GB0004657408,MITIE GROUP,,,,,,26.95,36.63,32.94,42.79,56.47,68.79,60.51,74.13,74.69,77.97,71.55,69.83,71.2,63.98,69.62,80.89,81.05,76.34,73.12
GB,UNITED KINGDOM ,EUR,GB0004726096,SPIRENT COMMUNICATIONS,,,,,,39.11,25.34,21.7,29.76,30.87,38.21,37.36,43.87,48.32,52.81,68.66,75.97,73.14,65.32,62.35,66.19,64.63,72.59,69.63
GB,UNITED KINGDOM ,EUR,GB0004866223,KELLER,,,,,,14.74,11.82,8.26,13.71,30.85,31.5,25.33,25.31,28.95,31.98,39.41,35.74,27.41,29.89,24.48,41.12,47.66,49.1,54.7
GB,UNITED KINGDOM ,EUR,GB0004915632,KIER GROUP,,,,,,32.67,35.32,34.04,32.32,56.56,49.4,52.33,46.55,58.48,58.65,62.89,62.86,59.66,67.94,62.04,69.98,67.49,67.58,65.39
GB,UNITED KINGDOM ,EUR,GB0005405286,HSBC HOLDINGS,,,,34.49,41.43,47.54,65.9,70.56,67.02,70.52,63.4,68.65,70.26,69.2,76.8,74.62,73.46,79.79,81.98,84.36,86.12,80.97,78.87,77.05
GB,UNITED KINGDOM ,EUR,GB0005576813,HOWDEN JOINERY GP.,,,,,,,35.67,14.69,15.56,18.67,23.14,23.44,30.37,25.16,23.71,26.49,38.79,38.52,49.32,45.04,52.04,51.61,40.6,44.01
GB,UNITED KINGDOM ,EUR,GB0005603997,LEGAL & GENERAL,,,,,,,57.5,51.26,64.41,78.68,70.33,74.75,75.14,72.98,70.08,71.3,72.58,76.09,74.9,69.69,78.08,79.23,78.63,78.3
GB,UNITED KINGDOM ,EUR,GB0005758098,MEGGITT DEAD - DELIST.14/09/22,,,,28.54,37.78,34.47,16.98,36.92,31.21,35.62,28.6,27.7,39.51,41.64,43.31,42.59,40.0,39.39,50.14,59.72,74.7,75.75,,
GB,UNITED KINGDOM ,EUR,GB0006027295,MORGAN ADVANCED MRA.,,,,,,37.27,41.33,40.82,29.9,46.58,51.05,53.06,54.83,58.27,57.62,53.76,53.33,64.06,78.92,74.67,72.64,69.68,72.35,72.16
GB,UNITED KINGDOM ,EUR,GB0006215205,MOBICO GROUP,,,,54.15,44.26,49.67,32.22,34.04,45.68,44.39,48.96,41.57,50.58,59.73,59.58,68.03,51.62,59.69,52.46,47.94,52.66,54.39,55.27,50.05
GB,UNITED KINGDOM ,EUR,GB0006731235,ASSOCIATED BRIT.FOODS,,,,,,46.93,39.27,27.24,34.61,36.87,38.92,64.9,61.55,61.92,65.36,61.71,70.16,75.31,75.54,75.06,75.43,76.41,73.5,
GB,UNITED KINGDOM ,EUR,GB0006776081,PEARSON,,,,62.21,67.53,58.64,60.81,68.96,54.21,50.42,59.41,57.4,75.11,67.54,70.24,70.44,72.62,82.06,81.54,83.4,80.33,85.3,81.04,87.81
GB,UNITED KINGDOM ,EUR,GB0006825383,PERSIMMON,,,,23.84,19.1,16.59,18.97,40.33,54.63,57.35,46.65,42.27,42.12,38.33,34.16,42.54,62.05,65.2,55.15,56.94,66.97,66.79,65.12,65.02
GB,UNITED KINGDOM ,EUR,GB0006886666,EUROMONEY INSTL.INVESTOR DEAD - DELIST.25/11/22,,,,,,11.46,10.59,7.3,21.97,13.34,13.92,14.39,15.75,18.2,16.2,18.57,26.0,21.5,28.77,38.29,43.15,48.89,48.15,
GB,UNITED KINGDOM ,EUR,GB0006928617,UNITE GROUP,,,,,,26.35,27.12,28.92,22.48,35.04,33.17,37.06,46.45,42.86,41.59,54.36,65.5,67.6,76.4,64.99,68.23,61.15,67.23,
GB,UNITED KINGDOM ,EUR,GB0007099541,PRUDENTIAL,,,,,,,73.73,58.89,50.95,60.03,67.09,66.06,65.79,59.46,50.77,60.57,57.45,63.01,63.37,62.8,63.39,66.5,78.06,74.58
GB,UNITED KINGDOM ,EUR,GB0007188757,RIO TINTO,,,,,,81.21,67.28,84.32,70.54,76.66,76.1,85.8,77.83,73.83,73.73,79.37,80.16,79.89,85.23,83.0,78.33,79.84,75.29,69.53
GB,UNITED KINGDOM ,EUR,GB0007323586,RENISHAW,,,,,,22.18,20.41,27.48,24.77,25.53,18.02,28.03,25.02,24.56,27.7,48.94,46.67,46.51,56.5,56.63,64.51,67.6,58.73,57.18
GB,UNITED KINGDOM ,EUR,GB0007594764,RPS GROUP DEAD - DELIST.24/01/23,,,,,,26.21,27.02,37.19,41.56,48.2,50.14,53.99,51.42,44.5,45.84,45.3,54.83,62.68,72.31,66.08,67.31,74.89,68.27,
GB,UNITED KINGDOM ,EUR,GB0007668071,CLOSE BROTHERS GROUP,,,,25.14,33.75,42.9,37.53,40.26,25.86,26.16,26.78,35.05,41.81,44.59,43.87,50.23,57.38,56.77,55.43,63.13,68.85,70.47,69.86,67.44
GB,UNITED KINGDOM ,EUR,GB0007669376,ST.JAMES'S PLACE ORD,,,,,,25.3,32.92,33.51,49.25,53.49,41.99,31.33,49.48,47.91,51.54,46.04,50.77,49.44,51.35,58.11,57.28,67.6,59.95,59.8
GB,UNITED KINGDOM ,EUR,GB0007908733,SSE,,,,39.24,43.49,38.53,56.1,57.41,55.96,69.62,66.86,69.31,64.75,60.85,57.83,60.97,64.41,65.64,60.12,62.39,60.73,73.86,82.46,79.89
GB,UNITED KINGDOM ,EUR,GB0007973794,SERCO GROUP,,,,40.65,43.45,53.24,52.84,46.04,66.84,74.09,77.27,80.21,80.63,70.69,66.47,61.37,65.86,60.42,59.71,60.43,65.16,64.04,70.32,73.89
GB,UNITED KINGDOM ,EUR,GB0007980591,BP,,,,38.7,56.97,68.13,81.31,86.96,91.79,89.18,87.36,87.58,88.11,85.63,88.14,85.79,84.87,85.38,87.45,90.33,87.43,86.37,89.92,87.19
GB,UNITED KINGDOM ,EUR,GB0008025412,SIG,,,,,,26.5,24.9,25.61,48.01,49.68,52.38,51.05,54.52,52.89,49.82,55.44,59.16,59.57,52.18,62.51,61.45,57.46,58.1,59.51
GB,UNITED KINGDOM ,EUR,GB0008085614,MORGAN SINDALL GROUP,,,,,,38.67,33.15,27.77,32.99,31.08,36.46,42.04,46.85,47.12,50.47,52.94,52.98,59.19,51.86,56.11,61.2,72.97,75.88,
GB,UNITED KINGDOM ,EUR,GB0008220112,SMITH (DS),,,,,,25.28,19.37,36.52,35.19,35.19,46.38,40.74,39.74,35.72,40.18,43.17,44.79,64.1,70.94,74.02,75.64,81.19,80.19,9.12
GB,UNITED KINGDOM ,EUR,GB0008706128,LLOYDS BANKING GROUP,,,,29.67,58.21,58.86,49.53,53.64,68.36,70.15,78.6,74.63,74.14,72.58,65.15,71.9,82.58,79.4,80.32,74.07,79.77,84.04,81.7,85.17
GB,UNITED KINGDOM ,EUR,GB0008782301,TAYLOR WIMPEY,,,,60.56,55.86,57.64,28.18,37.1,44.47,52.11,55.17,47.55,66.15,64.97,60.94,53.02,59.47,60.38,67.25,77.61,76.58,72.12,75.49,75.59
GB,UNITED KINGDOM ,EUR,GB0009123323,ULTRA ELECTRONICS DEAD - DELIST.02/08/22,,,,,,23.15,13.09,14.1,18.07,16.3,15.77,27.91,20.43,24.97,23.97,34.61,41.62,31.11,33.42,33.81,40.6,53.99,53.23,
GB,UNITED KINGDOM ,EUR,GB0009223206,SMITH & NEPHEW,,,,41.9,37.3,45.12,42.49,43.99,65.73,61.44,65.31,61.17,62.14,56.81,57.98,56.37,66.29,72.12,72.45,81.5,81.56,80.16,78.3,78.38
GB,UNITED KINGDOM ,EUR,GB0009292243,VICTREX,,,,,,19.7,30.2,37.28,35.71,26.05,22.23,28.6,28.72,31.81,35.84,41.66,36.37,38.53,37.07,34.53,42.01,43.86,41.42,40.28
GB,UNITED KINGDOM ,EUR,GB0009465807,WEIR GROUP,,,,,,18.21,25.03,27.12,35.02,50.14,42.18,52.07,48.75,50.78,53.34,62.53,65.01,72.17,76.07,77.69,80.49,77.1,74.99,76.11
GB,UNITED KINGDOM ,EUR,GB0009697037,BABCOCK INTERNATIONAL,,,,,,18.8,39.53,20.08,28.68,27.92,39.01,34.06,39.34,39.77,40.46,31.52,33.43,38.68,41.41,46.51,46.33,53.0,58.24,56.03
GB,UNITED KINGDOM ,EUR,GB0009895292,ASTRAZENECA,,,,35.2,53.3,47.72,35.11,43.7,78.89,88.81,85.57,89.42,85.79,89.26,87.08,87.02,87.09,89.69,93.83,94.75,93.87,95.16,95.77,95.55
GB,UNITED KINGDOM ,EUR,GB0030232317,PAGEGROUP,,,,,,25.49,27.31,31.59,32.96,35.27,30.66,31.49,25.87,22.34,29.85,38.13,46.35,47.61,42.48,53.87,55.77,55.84,55.77,52.51
GB,UNITED KINGDOM ,EUR,GB0030329360,WINCANTON,,,,,,37.56,19.97,28.57,33.2,26.26,34.98,52.91,39.68,33.33,37.76,41.05,51.48,52.74,43.22,33.66,46.09,50.51,55.73,58.57
GB,UNITED KINGDOM ,EUR,GB0030913577,BT GROUP,,,,,,,73.47,74.47,80.02,75.39,62.59,69.17,76.34,76.1,73.83,71.04,71.87,68.56,72.87,68.37,70.29,71.9,73.93,65.84
GB,UNITED KINGDOM ,EUR,GB0031274896,MARKS & SPENCER GROUP,,,,20.09,29.34,40.53,62.48,49.71,78.47,74.68,86.61,76.49,74.03,82.85,74.43,75.32,88.79,88.57,82.19,81.06,78.93,85.49,82.17,69.68
GB,UNITED KINGDOM ,EUR,GB0031348658,BARCLAYS,,,,54.95,45.62,57.37,79.42,78.13,77.32,83.01,78.71,83.59,83.3,81.75,80.74,76.88,80.57,71.36,79.68,89.44,88.19,82.1,84.31,80.73
GB,UNITED KINGDOM ,EUR,GB0031638363,INTERTEK GROUP,,,,42.96,40.56,23.17,21.26,35.11,37.33,38.6,32.12,52.09,56.27,64.17,60.38,65.92,71.26,58.88,68.68,71.84,80.38,78.95,76.98,76.32
GB,UNITED KINGDOM ,EUR,GB0031743007,BURBERRY GROUP,,,,,,,46.58,21.37,40.28,51.67,48.19,54.13,54.23,47.75,55.16,58.49,45.36,47.06,49.08,57.95,59.24,70.75,76.28,79.38
GB,UNITED KINGDOM ,EUR,GB0032089863,NEXT,,,,49.8,46.63,52.86,44.37,57.15,55.16,76.49,79.7,66.65,66.09,61.68,52.44,42.22,63.61,64.66,69.37,73.75,70.89,73.55,70.41,71.16
GB,UNITED KINGDOM ,EUR,GB0033195214,KINGFISHER,,,,40.26,31.58,29.13,33.34,56.99,64.01,67.67,55.87,74.38,79.71,81.3,76.97,77.45,84.38,83.26,83.7,80.71,73.88,76.15,70.2,64.63
GB,UNITED KINGDOM ,EUR,GB0033986497,ITV,,,,,,55.77,52.72,47.43,43.39,58.69,67.73,67.45,62.07,51.59,49.26,45.64,55.29,53.03,53.32,65.51,69.38,77.08,71.57,67.97
GB,UNITED KINGDOM ,EUR,GB00B012BV22,MARSHALLS,,,,,,27.52,30.36,37.56,41.91,51.43,68.51,68.47,55.97,51.42,45.32,42.01,59.37,57.85,54.61,58.71,57.07,68.1,64.37,70.76
GB,UNITED KINGDOM ,EUR,GB00B012TP20,HALFORDS GROUP,,,,,,15.2,32.8,45.28,44.42,47.93,45.17,48.66,46.55,42.25,45.07,52.57,53.96,57.7,66.9,59.32,58.6,66.46,64.32,65.5
GB,UNITED KINGDOM ,EUR,GB00B019KW72,SAINSBURY J,,,,41.59,42.33,47.52,51.63,51.44,66.76,66.78,69.6,69.85,66.45,73.19,72.5,74.95,64.99,65.62,52.34,57.58,55.69,55.38,77.44,
GB,UNITED KINGDOM ,EUR,GB00B02J6398,ADMIRAL GROUP,,,,,,40.5,23.05,44.2,44.66,48.79,52.06,41.15,47.3,44.44,41.5,39.18,54.43,57.02,61.06,59.33,56.69,57.65,60.16,55.99
GB,UNITED KINGDOM ,EUR,GB00B02QND93,PAYPOINT,,,,,,,13.14,22.59,19.96,31.16,33.2,33.84,34.72,37.37,41.77,35.06,39.07,34.24,41.66,40.18,43.89,41.88,30.86,29.88
GB,UNITED KINGDOM ,EUR,GB00B033F229,CENTRICA,,,,43.59,45.42,54.42,65.26,71.6,60.64,72.42,75.72,69.08,69.15,63.82,68.66,60.55,66.45,62.06,60.56,60.37,59.28,64.69,66.65,68.29
